name,Postcode,Type,Provider,OrganisationType,Latitude,Longitude
Royal Freemasons Ltd Outreach Program (EACH) - Northern,3070,Home Care,Royal Freemasons Ltd,Charitable,-37.769809,144.995833
Royal Freemasons Ltd Outreach Program - Eastern Metro General,3149,Home Care,Royal Freemasons Ltd,Charitable,-37.900663,145.141459
Royal Freemasons Ltd Outreach Program - Northern Metro,3070,Home Care,Royal Freemasons Ltd,Charitable,-37.769809,144.995833
Royal Freemasons Ltd. Outreach Program - Northern Metro,3070,Home Care,Royal Freemasons Ltd,Charitable,-37.769809,144.995833
Royal Freemasons Ltd. Outreach Program - Southern General,3165,Home Care,Royal Freemasons Ltd,Charitable,-37.921761,145.059173
Royal Freemasons Ltd. Outreach Program - Southern General,3165,Home Care,Royal Freemasons Ltd,Charitable,-37.921761,145.059173
Royal Freemasons' Ltd - Eastern Housing Linked,3149,Home Care,Royal Freemasons Ltd,Charitable,-37.900663,145.141459
Royal Freemasons' Ltd. Outreach Program - Eastern Metro General,3149,Home Care,Royal Freemasons Ltd,Charitable,-37.900663,145.141459
Royal Freemasons' Ltd. Outreach Program - Southern General,3165,Home Care,Royal Freemasons Ltd,Charitable,-37.921761,145.059173
Rumbalara Aboriginal Co-operative Limited,3629,Home Care,Rumbalara Aboriginal Co-operative Ltd,Community Based,-36.404274,145.354615
Rumbalara Aboriginal Co-operative Limited - EACH - Hume,3629,Home Care,Rumbalara Aboriginal Co-operative Ltd,Community Based,-36.404274,145.354615
Rumbalara Aboriginal Co-operative Limited - EACH - Loddon Mallee,3629,Home Care,Rumbalara Aboriginal Co-operative Ltd,Community Based,-36.404274,145.354615
Rumbalara Aboriginal Co-operative Limited - EACHD - Hume,3629,Home Care,Rumbalara Aboriginal Co-operative Ltd,Community Based,-36.404274,145.354615
Rumbalara Community Care,3629,Home Care,Rumbalara Aboriginal Co-operative Ltd,Community Based,-36.404274,145.354615
Rumbalara Indigenous EACH Dementia - Loddon Mallee,3629,Home Care,Rumbalara Aboriginal Co-operative Ltd,Community Based,-36.404274,145.354615
Sacred Heart Mission Home Care,3182,Home Care,Sacred Heart Mission Inc,Religious,-37.863564,144.980303
SCC (VIC) - Eastern HCP2,3134,Home Care,Southern Cross Care (VIC),Religious,-37.81896746,145.2204786
SCC (VIC) - Barwon HCP4,3220,Home Care,Southern Cross Care (VIC),Religious,-38.1502697,144.3647487
SCC (VIC) - Barwon HCP2,3220,Home Care,Southern Cross Care (VIC),Religious,-38.1502697,144.3647487
SCC (VIC) - Eastern HCP4,3134,Home Care,Southern Cross Care (VIC),Religious,-37.81896746,145.2204786
SCC (VIC) - Gippsland HCP1,3840,Home Care,Southern Cross Care (VIC),Religious,-38.237337,146.401424
SCC (VIC) - Gippsland HCP2,3840,Home Care,Southern Cross Care (VIC),Religious,-38.237337,146.401424
SCC (VIC) - Gippsland HCP3,3840,Home Care,Southern Cross Care (VIC),Religious,-38.237337,146.401424
SCC (VIC) - Gippsland HCP4,3840,Home Care,Southern Cross Care (VIC),Religious,-38.237337,146.401424
SCC (VIC) - Grampians HCP2,3350,Home Care,Southern Cross Care (VIC),Religious,-37.563158,143.887523
SCC (VIC) - Eastern HCP1,3134,Home Care,Southern Cross Care (VIC),Religious,-37.81896746,145.2204786
SCC (VIC) - Northern HCP4,3084,Home Care,Southern Cross Care (VIC),Religious,-37.76068,145.070648
SCC (VIC) - Southern HCP3,3975,Home Care,Southern Cross Care (VIC),Religious,-38.06626331,145.2608873
SCC (VIC) - Southern HCP4,3975,Home Care,Southern Cross Care (VIC),Religious,-38.06626331,145.2608873
SCC (VIC) - Southern HCP1,3975,Home Care,Southern Cross Care (VIC),Religious,-38.06626331,145.2608873
SCC (VIC) - Southern HCP2,3975,Home Care,Southern Cross Care (VIC),Religious,-38.06626331,145.2608873
SCC (VIC) - Western HCP2,3084,Home Care,Southern Cross Care (VIC),Religious,-37.76068,145.070648
SCC (VIC) - Eastern HCP3,3134,Home Care,Southern Cross Care (VIC),Religious,-37.81896746,145.2204786
SCC (VIC) - Northern HCP2,3084,Home Care,Southern Cross Care (VIC),Religious,-37.76068,145.070648
SCC (VIC) - Grampians HCP4,3350,Home Care,Southern Cross Care (VIC),Religious,-37.545372,143.85941
South Eastern Community Services - EACH,3810,Home Care,Villa Maria Catholic Homes Limited,Charitable,-38.07510229,145.4803444
South Eastern Community Services - EACHD,3810,Home Care,Villa Maria Catholic Homes Limited,Charitable,-38.07510229,145.4803444
Southern Metro Care Packages Project,3169,Home Care,Fronditha Care,Community Based,-37.936301,145.108061
Baptcare - Southern HCP 4,3175,Home Care,Baptcare Ltd,Religious,-37.985859,145.212851
Baptcare - Southern HCP 3,3175,Home Care,Baptcare Ltd,Religious,-37.985859,145.212851
Southern Metropolitan EACH Service,3187,Home Care,Care Connect Ltd,Charitable,-37.902005,145.01883
St Georges,3019,Home Care,Anglican Aged Care Services Group,Religious,-37.7906728,144.8621279
St Georges Community Care,3019,Home Care,Anglican Aged Care Services Group,Religious,-37.7906728,144.8621279
St John of Kronstadt Southern Metro EACH,3175,Home Care,RusCare Ltd,Religious,-37.9967747,145.2028868
St John's Park,3132,Home Care,Anglican Aged Care Services Group,Religious,-37.818291,145.193999
St Laurence (Barwon) - General,3212,Home Care,St Laurence Community Services Inc,Community Based,-38.024904,144.409863
St Laurence (Barwon) - Koori,3400,Home Care,St Laurence Community Services Inc,Community Based,-36.71644519,142.1979724
St Laurence (Grampians) General,3350,Home Care,St Laurence Community Services Inc,Community Based,-37.56497253,143.8554331
St Laurence (South Western) General,3350,Home Care,St Laurence Community Services Inc,Community Based,-37.56497253,143.8554331
St Laurence - Grampians General,3350,Home Care,St Laurence Community Services Inc,Community Based,-37.56497253,143.8554331
St Laurence Community Options,3212,Home Care,St Laurence Community Services Inc,Community Based,-38.024904,144.409863
St Laurence Community Options (Barwon South West)  EACH,3212,Home Care,St Laurence Community Services Inc,Community Based,-38.024904,144.409863
St Laurence Community Options (Grampians) EACH,3350,Home Care,St Laurence Community Services Inc,Community Based,-37.56497253,143.8554331
St Laurence Community Options (Grampians) EACHD,3350,Home Care,St Laurence Community Services Inc,Community Based,-37.56497253,143.8554331
St Paul's Court,3161,Home Care,Anglican Aged Care Services Group,Religious,-37.865573,145.023296
Vincentcare - Western Metropolitan Region,3128,Home Care,VincentCare Victoria,Religious,-37.818051,145.116004
Uniting AgeWell Home Care Packages Loddon-Mallee,3550,Home Care,The Uniting Church in Australia Property Trust (Victoria),Religious,-36.77363926,144.3064834
Uniting AgeWell Home Care Packages Eastern,3131,Home Care,The Uniting Church in Australia Property Trust (Victoria),Religious,-37.84291666,145.172682
Tabulam & Templer Community Care,3153,Home Care,Tabulam & Templer Homes for the Aged Inc,Community Based,-37.8552364,145.2625201
The Central Highlands EACH Program,3350,Home Care,Ballarat Health Services,State Government,-37.564113,143.843851
The Grampians CACP Program - LINKAGES,3350,Home Care,Ballarat Health Services,State Government,-37.564113,143.843851
The Sydney-Lynne Quayle & Fitzroy Lodge Hostels,3304,Home Care,Heywood Rural Health,State Government,-38.136946,141.6247213
The Sydney-Lynne Quayle and Fitzroy Lodge Hostels Inc - ATSI,3304,Home Care,Heywood Rural Health,State Government,-38.136946,141.6247213
Uniting AgeWell Home Care Packages Southern,3174,Home Care,The Uniting Church in Australia Property Trust (Victoria),Religious,-37.96723311,145.1905744
Uniting AgeWell Home Care Packages Barwon,3216,Home Care,The Uniting Church in Australia Property Trust (Victoria),Religious,-38.18015038,144.3482651
Uniting Care lifeAssist - General,3150,Home Care,Uniting (Victoria and Tasmania),Charitable,-37.901116,145.162131
Uniting Care lifeAssist - Housing Link,3150,Home Care,Uniting (Victoria and Tasmania),Charitable,-37.901116,145.162131
Uniting Care lifeAssist - Whitehorse,3150,Home Care,Uniting (Victoria and Tasmania),Charitable,-37.901116,145.162131
UnitingCare CACPs Hume,3677,Home Care,Uniting (Victoria and Tasmania),Charitable,-36.35292726,146.3242101
UnitingCare Community lifeAssist - Level 4 Eastern,3150,Home Care,Uniting (Victoria and Tasmania),Charitable,-37.901116,145.162131
UnitingCare lifeAssist - Level 4 Dementia Eastern,3150,Home Care,Uniting (Victoria and Tasmania),Charitable,-37.901116,145.162131
Uniting AgeWell Gippsland,3875,Home Care,The Uniting Church in Australia Property Trust (Victoria),Religious,-37.828358,147.6249
UnitingCare Goulburn North East EACHD,3677,Home Care,Uniting (Victoria and Tasmania),Charitable,-36.35292726,146.3242101
UnitingCare Hume,3677,Home Care,Uniting (Victoria and Tasmania),Charitable,-36.35292726,146.3242101
Vasey RSL Care Community Services (East),3122,Home Care,Vasey RSL Care Ltd,Community Based,-37.821961,145.028426
Vasey RSL Care Community Services (North),3122,Home Care,Vasey RSL Care Ltd,Community Based,-37.821961,145.028426
Vasey RSL Care Community Services (South),3199,Home Care,Vasey RSL Care Ltd,Community Based,-38.16954266,145.1234673
Vietnamese HCPs Eastern Metro,3171,Home Care,Australian Vietnamese Women's Association,Community Based,-37.945409,145.152938
Vietnamese HCPs - North,3121,Home Care,Australian Vietnamese Women's Association,Community Based,-37.812384,144.995455
Vietnamese HCPs Western Metro,3019,Home Care,Australian Vietnamese Women's Association,Community Based,-37.79236674,144.8611247
Vietnamese HCPs- Southern,3171,Home Care,Australian Vietnamese Women's Association,Community Based,-37.945409,145.152938
Villa Maria Community Aged Care Packages,3810,Home Care,Villa Maria Catholic Homes Limited,Charitable,-38.07510229,145.4803444
Villa Maria Community Aged Care Packages,3810,Home Care,Villa Maria Catholic Homes Limited,Charitable,-38.07510229,145.4803444
Villa Maria Community Care Packages-Whitehorse-Eastern Metro,3152,Home Care,Villa Maria Catholic Homes Limited,Charitable,-37.8710103,145.2337086
Villa Maria Community Care-Barwon South Western,3280,Home Care,Villa Maria Catholic Homes Limited,Charitable,-38.38585164,142.4784412
Villa Maria Eastern Metropolitan EACH,3152,Home Care,Villa Maria Catholic Homes Limited,Charitable,-37.8710103,145.2337086
Villa Maria Grampians EACH,3564,Home Care,Villa Maria Catholic Homes Limited,Charitable,-36.38750001,145.4274956
Villa Maria Grampians EACHD,3564,Home Care,Villa Maria Catholic Homes Limited,Charitable,-36.38750001,145.4274956
Villa Maria Riverina Murray  CACP,3564,Home Care,Villa Maria Catholic Homes Limited,Charitable,-36.38750001,145.4274956
Villa Maria Society (Eastern Metro - EACHD),3152,Home Care,Villa Maria Catholic Homes Limited,Charitable,-37.8710103,145.2337086
Villa Maria Society (Hume - EACHD),3630,Home Care,Villa Maria Catholic Homes Limited,Charitable,-36.38750001,145.4274956
Villa Maria Society (Loddon-Mallee - EACH),3564,Home Care,Villa Maria Catholic Homes Limited,Charitable,-36.38750001,145.4274956
Villa Maria Society (Loddon-Mallee - EACHD),3564,Home Care,Villa Maria Catholic Homes Limited,Charitable,-36.38750001,145.4274956
Villa Maria Society - General Inner East,3152,Home Care,Villa Maria Catholic Homes Limited,Charitable,-37.8710103,145.2337086
Villa Maria Society - General Outer East,3152,Home Care,Villa Maria Catholic Homes Limited,Charitable,-37.8710103,145.2337086
Villa Maria Society - Grampians General Packages,3564,Home Care,Villa Maria Catholic Homes Limited,Charitable,-36.38750001,145.4274956
Villa Maria Society - Grampians Housing Link Care Packages,3564,Home Care,Villa Maria Catholic Homes Limited,Charitable,-36.38750001,145.4274956
Villa Maria Society - Housing Linked Inner East,3152,Home Care,Villa Maria Catholic Homes Limited,Charitable,-37.8710103,145.2337086
Villa Maria Society - Housing Linked Outer East,3152,Home Care,Villa Maria Catholic Homes Limited,Charitable,-37.8710103,145.2337086
Villa Maria Society - Hume General Packages,3564,Home Care,Villa Maria Catholic Homes Limited,Charitable,-36.38750001,145.4274956
Villa Maria Society - Loddon Mallee Housing Link Care Packages,3564,Home Care,Villa Maria Catholic Homes Limited,Charitable,-36.38750001,145.4274956
Villa Maria Society - Loddon Region General Packages,3564,Home Care,Villa Maria Catholic Homes Limited,Charitable,-36.38750001,145.4274956
Villa Maria Society - Loddon/Mallee,3564,Home Care,Villa Maria Catholic Homes Limited,Charitable,-36.38750001,145.4274956
Villa Maria Society - Northern Metro Region,3152,Home Care,Villa Maria Catholic Homes Limited,Charitable,-37.8710103,145.2337086
Villa Maria Society - Southern Metro Region,3564,Home Care,Villa Maria Catholic Homes Limited,Charitable,-36.38750001,145.4274956
Villa Maria Society-Ballarat-Grampians General Packages,3564,Home Care,Villa Maria Catholic Homes Limited,Charitable,-36.38750001,145.4274956
Villa Maria Society-Ballarat-Grampians Housing Linked Care Packages,3564,Home Care,Villa Maria Catholic Homes Limited,Charitable,-36.38750001,145.4274956
Villa Maria Western Community Services - Barwon Region EACH,3350,Home Care,Villa Maria Catholic Homes Limited,Charitable,-37.6241997,143.883811
Villa Maria Western Community Services - Barwon Region EACHD,3350,Home Care,Villa Maria Catholic Homes Limited,Charitable,-37.6241997,143.883811
Violet Town Community Care Service,3669,Home Care,Violet Town Bush Nursing Centre Inc,Community Based,-36.63575713,145.7126294
Vision Australia Care Packages,3550,Home Care,Vision Australia Limited,Charitable,-36.757381,144.291522
Vision Australia Care Packages - Southern Metro,3175,Home Care,Vision Australia Limited,Charitable,-37.982842,145.211252
Wesley Community Care Packages (North),3058,Home Care,Uniting (Victoria and Tasmania),Charitable,-37.741629,144.962231
West Wimmera Health Services Community Options,3412,Home Care,West Wimmera Health Service,State Government,-36.71522088,141.4833398
Western District Health Service,3300,Home Care,Western District Health Service,State Government,-37.74611733,142.0184299
Western Metro Care Packages Project,3021,Home Care,Fronditha Care,Community Based,-37.76036474,144.8105657
Whitehorse CCP,3131,Home Care,Whitehorse City Council,Local Government,-37.8177,145.181698
Wimmera Home Care Packages Level 2,3400,Home Care,Wimmera Health Care Group,State Government,-36.713489,142.207418
Wintringham - Southern & Bayside Level 2,3189,Home Care,Wintringham,Charitable,-37.933746,145.0383
Wintringham - General Packages - Southern Metro,3189,Home Care,Wintringham,Charitable,-37.933746,145.0383
Wintringham - Hlcps - Melbourne & Moonee Valley,3032,Home Care,Wintringham,Charitable,-37.779802,144.93165
Wintringham - Western Level 2,3011,Home Care,Wintringham,Charitable,-37.8063073,144.8902144
Wintringham - Dandenong & Southern Level 4,3173,Home Care,Wintringham,Charitable,-37.98967439,145.1535293
Wintringham Dandenong Community  Housing and Support Service - CACP,3173,Home Care,Wintringham,Charitable,-37.98967439,145.1535293
Wintringham Dandenong Community Housing and Support (Eastern Metro),3173,Home Care,Wintringham,Charitable,-37.98967439,145.1535293
Wintringham Dandenong Community Housing and Support Service - EACHD,3173,Home Care,Wintringham,Charitable,-37.98967439,145.1535293
Wintringham - Barwon South West Level 2,3216,Home Care,Wintringham,Charitable,-38.19545177,144.3176542
Wintringham Housing Linked Aged Care Packages,3189,Home Care,Wintringham,Charitable,-37.933746,145.0383
Wintringham - Southern Level 4,3189,Home Care,Wintringham,Charitable,-37.933746,145.0383
Wintringham Northern EACH,3032,Home Care,Wintringham,Charitable,-37.783222,144.936156
Wintringham - Northern Level 2,3032,Home Care,Wintringham,Charitable,-37.779802,144.93165
Wintringham Seddon EACH Dementia,3011,Home Care,Wintringham,Charitable,-37.8063073,144.8902144
Wintringham - Hume Level 2,3630,Home Care,Wintringham,Charitable,-36.37156121,145.4015257
Wintringham - Western Level 4,3011,Home Care,Wintringham,Charitable,-37.8063073,144.8902144
Uniting AgeWell Home Care Packages Western,3012,Home Care,The Uniting Church in Australia Property Trust (Victoria),Religious,-37.807111,144.87764
Bupa Templestowe,3106,Residential,Bupa Aged Care Australia Pty Ltd,Private Incorporated Body,-37.76720883,145.1533983
"At Home Services Feros Care - Barwon-South Western, Victoria",3000,Home Care,Feros Care Limited,Community Based,-37.814541,144.9705
At Home Services Feros Care - Loddon-Mallee VIC,3000,Home Care,Feros Care Limited,Community Based,-37.814541,144.9705
At Home Services Feros Care - Eastern Metropolitan VIC,3000,Home Care,Feros Care Limited,Community Based,-37.814541,144.9705
Bupa Ballarat,3356,Residential,Bupa Aged Care Australia Pty Ltd,Private Incorporated Body,-37.59042354,143.8088634
SCC (VIC) - Northern HCP1,3084,Home Care,Southern Cross Care (VIC),Religious,-37.76068,145.070648
SCC (VIC) - Barwon HCP3,3220,Home Care,Southern Cross Care (VIC),Religious,-38.1502697,144.3647487
Latrobe Home Care Packages - Grampians,3840,Home Care,Latrobe Community Health Service,State Government,-38.2358326,146.4000861
SCC (VIC) - Western HCP1,3084,Home Care,Southern Cross Care (VIC),Religious,-37.76068,145.070648
SCC (VIC) - Loddon Mallee HCP1,3630,Home Care,Southern Cross Care (VIC),Religious,-36.362197,145.404367
Latrobe Home Care Packages - Hume,3677,Home Care,Latrobe Community Health Service,State Government,-36.35745028,146.3216848
Camberwell Green,3124,Residential,Allity Pty Ltd,Private Incorporated Body,-37.83771279,145.0829588
IPC HEALTH LTD,3038,Home Care,IPC Health Ltd,Community Based,-37.7000966,144.7741088
SCC (VIC) - Hume HCP1,3630,Home Care,Southern Cross Care (VIC),Religious,-36.362197,145.404367
Templestowe Manor,3107,Residential,Allity Pty Ltd,Private Incorporated Body,-37.75830108,145.1141925
Annecto HCP Program Southern Region - Level 2,3134,Home Care,annecto Inc,Charitable,-37.812089,145.227127
VincentCare Victoria Consumer Directed Packages - NMR,3046,Home Care,VincentCare Victoria,Religious,-37.706405,144.919651
Jewish Care Victoria,3182,Home Care,Jewish Care (Victoria) Inc,Religious,-37.852933,144.982152
mecwacare Home Care Packages (Western Metro Region),3144,Home Care,MECWA,Community Based,-37.852367,145.036581
mecwacare Home Care Packages (Eastern Metro Region),3144,Home Care,MECWA,Community Based,-37.852367,145.036581
mecwacare Home Care Packages (Northern Metro Region),3144,Home Care,MECWA,Community Based,-37.852367,145.036581
mecwacare Home Care Packages (Southern Metro Region),3810,Home Care,MECWA,Community Based,-38.07633465,145.4806665
Wimmera Community Options,3400,Home Care,Grampians Community Health,State Government,-36.71353471,142.2075514
Baptcare - Northern HCP 3,3083,Home Care,Baptcare Ltd,Religious,-37.68357729,145.0695029
Australian Unity Community Care - Grampians,3083,Home Care,Australian Unity Retirement Living Management Pty Ltd,Private Incorporated Body,-37.68539315,145.0701196
Australian Unity Community Care - SMR,3931,Home Care,Australian Unity Retirement Living Management Pty Ltd,Private Incorporated Body,-38.22023365,145.0449343
CCSSCI Western Home Care,3108,Home Care,Chinese Community Social Services Centre Inc,Community Based,-37.787213,145.131436
Parkglen Homecare Services,3173,Home Care,Druids Friendly Society Limited,Publicly Listed Company,-37.99376454,145.1640045
Baptcare - Hume HCP 3,3083,Home Care,Baptcare Ltd,Religious,-37.683701,145.069212
Baptcare - Barwon HCP 3,3214,Home Care,Baptcare Ltd,Religious,-38.071874,144.341068
Baptcare - Eastern HCP 1,3134,Home Care,Baptcare Ltd,Religious,-37.81605408,145.2237876
Baptcare - Gippsland HCP 3,3840,Home Care,Baptcare Ltd,Religious,-38.238867,146.398868
Luson The Vue,3216,Residential,Luson Aged Care Pty Ltd,Private Incorporated Body,-38.20496138,144.3422314
Frankston Nursing Home,3199,Residential,Merakis Enterprises Pty Ltd,Private Incorporated Body,-38.14921299,145.1175331
Baptcare The Orchards Community,3109,Residential,Baptcare Ltd,Religious,-37.76728373,145.169728
At Home Services Feros Care - Northern Metropolitan Victoria,3000,Home Care,Feros Care Limited,Community Based,-37.814541,144.9705
Grand Cedar,3147,Residential,Newcare Pty Ltd,Private Incorporated Body,-37.8661061,145.0970201
New Service - 2012 - Life Without Barriers (Victoria),3175,Home Care,Life Without Barriers,Community Based,-37.98672305,145.2147225
Cumberland View Hostel Home Care Packages,3150,Home Care,Arton Retirement Villages Pty Limited,Private Incorporated Body,-37.92274395,145.1986479
CCSSCI Eastern Home Care,3108,Home Care,Chinese Community Social Services Centre Inc,Community Based,-37.787213,145.131436
Community Care Services Victoria Pty Ltd - EMR,3172,Home Care,Community Care Services Victoria Pty Ltd,Private Incorporated Body,-37.97706073,145.1113735
Abbey Gardens Aged Care,3820,Residential,Alysium Gardens Pty Ltd,Private Incorporated Body,-38.15358657,145.9193597
Mekong Cairnlea Vietnamese Aged Care,3023,Residential,Indochinese Elderly Refugees Association Victoria Inc,Community Based,-37.752476,144.779532
Royal Freemasons - Flora Hill,3550,Residential,Royal Freemasons Ltd,Charitable,-36.77526796,144.2894979
Royal Freemasons - Mount Martha Valley,3936,Residential,Royal Freemasons Ltd,Charitable,-38.328255,144.985426
Shepparton Villages Home Care & Support Services,3630,Home Care,Shepparton Retirement Villages Inc,Charitable,-36.36389362,145.3916584
Charlton Aged Care,3525,Residential,East Wimmera Health Service,State Government,-36.27049581,143.351331
Aurrum Brunswick,3055,Residential,Aurrum Pty Limited,Private Incorporated Body,-37.75994119,144.9389694
Weary Dunlop Retirement Village,3150,Residential,Ryman Aged Care (Australia) Pty Ltd,Private Incorporated Body,-37.9117172,145.1884847
Care Connect Hume Aboriginal Home Care Packages,3672,Home Care,Care Connect Ltd,Charitable,-36.3825901,145.3992757
Mercy Home & Community Care - Southern Metro CALD,3121,Home Care,Mercy Aged and Community Care Ltd,Charitable,-37.81080824,144.9935088
Mercy Home & Community Care - Whittlesea,3052,Home Care,Mercy Aged and Community Care Ltd,Charitable,-37.77732162,144.9399746
Mercy Home & Community Care - Yarra Ranges,3204,Home Care,Mercy Aged and Community Care Ltd,Charitable,-37.912036,145.042585
Nextt Home Care Services - Hume,3000,Home Care,AAA Nextt Group Pty Ltd,Private Incorporated Body,-37.81792911,144.9573396
Heathcote Home Care,3523,Home Care,Heathcote Health,State Government,-36.92560414,144.7097048
Care Connect - Loddon-Mallee,3564,Home Care,Care Connect Ltd,Charitable,-36.12513988,144.7497381
Care Connect - Hume,3632,Home Care,Care Connect Ltd,Charitable,-36.3825782,145.3992579
EACH Eastern Metro,3134,Home Care,EACH,State Government,-37.809,145.230779
Villa Maria Community Services Northern Region,3564,Home Care,Villa Maria Catholic Homes Limited,Charitable,-36.38750001,145.4274956
Villa Maria Grampians Home Care Packages Program,3564,Home Care,Villa Maria Catholic Homes Limited,Charitable,-36.38750001,145.4274956
Villa Maria Gippsland Home Care Packages,3810,Home Care,Villa Maria Catholic Homes Limited,Charitable,-38.07510297,145.4803464
Linkages: Central Highlands Coordinated Community Care,3350,Home Care,Ballarat Health Services,State Government,-37.557336,143.855731
CGHS - Home Care Package Program,3850,Home Care,Central Gippsland Health Service,State Government,-38.10892045,147.0813899
Northern Region Home Care Victoria,3128,Home Care,Australian Unity Retirement Living Management Pty Ltd,Private Incorporated Body,-37.81720416,145.1159337
South East Region Homecare,3931,Home Care,Australian Unity Retirement Living Management Pty Ltd,Private Incorporated Body,-38.23766689,145.0664909
Annecto Orana Far West Level 4,3502,Home Care,annecto Inc,Charitable,-34.1882549,142.1562233
"HCR - Home Care Packages, Eastern Metropolitan",3145,Home Care,Argent Nominees Pty Ltd,Private Incorporated Body,-37.877546,145.058244
"HCR - Home Care Packages, Southern Metropolitan",3145,Home Care,Argent Nominees Pty Ltd,Private Incorporated Body,-37.877547,145.058243
mecwacare Home Care Packages 5 (Southern Metro Region),3144,Home Care,MECWA,Community Based,-37.852367,145.036581
Benetas Home Care Hume,3629,Home Care,Anglican Aged Care Services Group,Religious,-36.39482663,145.3602938
Benetas Home Care Gippsland,3844,Home Care,Anglican Aged Care Services Group,Religious,-38.20931926,146.5206102
Multicultural Aged Care Services Geelong Inc,3125,Home Care,Multicultural Aged Care Services Geelong Inc,Community Based,-38.12586399,144.347892
MiCare Home Care services SMR,3201,Home Care,MiCare Ltd,Community Based,-38.09356142,145.1773635
MiCare Home Care Services Gippsland,3840,Home Care,MiCare Ltd,Community Based,-38.23496,146.399284
Wintringham - Barwon South West Level 1,3216,Home Care,Wintringham,Charitable,-38.19485017,144.3188161
Wintringham - Hume Level 1,3630,Home Care,Wintringham,Charitable,-36.37156121,145.4015311
Wintringham - Northern Level 1,3032,Home Care,Wintringham,Charitable,-37.779802,144.93165
Epping Gardens,3076,Residential,Heritage Care Pty Ltd,Private Incorporated Body,-37.647278,145.008823
Wintringham - Inner Southern Level 3,3189,Home Care,Wintringham,Charitable,-37.933746,145.0383
"The Salvation Army, Adult Services, Southern Home Care Packages",3065,Home Care,The Salvation Army (Victoria) Property Trust,Religious,-37.80582013,144.9762548
Annecto HCP Program Eastern Region - Level 3,3134,Home Care,annecto Inc,Charitable,-37.812089,145.227127
RDNS Home Care Packages VIC Western Metro,3182,Home Care,Royal District Nursing Service Limited,Charitable,-37.86086586,144.985818
RDNS Home Care Packages VIC Northern Metro,3182,Home Care,Royal District Nursing Service Limited,Charitable,-37.86086586,144.985818
Annecto HCP Program Southern Region - Level 4,3134,Home Care,annecto Inc,Charitable,-37.812089,145.227127
RDNS Home Care Packages VIC Eastern Metro,3182,Home Care,Royal District Nursing Service Limited,Charitable,-37.86086586,144.985818
"The Salvation Army, Adult Services, Western Home Care Packages",3019,Home Care,The Salvation Army (Victoria) Property Trust,Religious,-37.785685,144.853534
"The Salvation Army, Adult Services, Northern Home Care Packages",3067,Home Care,The Salvation Army (Victoria) Property Trust,Religious,-37.80597956,144.9982634
Villa Maria Catholic Homes Star of the Sea Aged Care Residence,3228,Residential,Villa Maria Catholic Homes Limited,Charitable,-38.31392946,144.3384136
Royal Freemasons Sale,3850,Residential,Royal Freemasons Ltd,Charitable,-38.078991,147.069231
Royal Freemasons - Bendigo,3555,Residential,Royal Freemasons Ltd,Charitable,-36.783889,144.240238
At Home Services Feros Care - Western Metro,3000,Home Care,Feros Care Limited,Community Based,-37.814541,144.9705
At Home Services Feros Care - Grampians,3000,Home Care,Feros Care Limited,Community Based,-37.814541,144.9705
HammondCare Dementia Specific Home Care Services - Western Metro,3051,Home Care,HammondCare,Charitable,-37.79844066,144.944316
Latrobe Home Care Packages Gippsland Level 1,3840,Home Care,Latrobe Community Health Service,State Government,-38.2358326,146.4000861
HammondCare Dementia Specific Home Care Services - Northern Metro,3051,Home Care,HammondCare,Charitable,-37.79844066,144.944316
ACH Group Home Care Metro East VIC,3128,Home Care,Aged Care & Housing Group Inc,Charitable,-37.82786417,145.1330868
ACH Group Home Care Metro North VIC,3128,Home Care,Aged Care & Housing Group Inc,Charitable,-37.82786417,145.1330868
ACH Group Home Care Metro South VIC,3128,Home Care,Aged Care & Housing Group Inc,Charitable,-37.82786417,145.1330868
St Vincent's Care Services Werribee,3030,Residential,St Vincent's Care Services Ltd.,Religious,-37.88878413,144.7009273
Home Care Packages - Loddon-Mallee,3168,Home Care,KinCare Health Services Pty Ltd,Private Incorporated Body,-37.900072,145.1311391
SAI Home and Community Care,3199,Home Care,Desilva Enterprises Pty Ltd,Private Incorporated Body,-38.140738,145.123691
Greenview,3111,Residential,Allity Pty Ltd,Private Incorporated Body,-37.793446,145.176618
Wintringham - Barwon South West Level 3,3216,Home Care,Wintringham,Charitable,-38.19545177,144.3176542
Wintringham - Hume Level 3,3630,Home Care,Wintringham,Charitable,-36.37156121,145.4015257
Wintringham - Hume Level 4,3630,Home Care,Wintringham,Charitable,-36.37156121,145.4015257
Wintringham - Western Level 3,3011,Home Care,Wintringham,Charitable,-37.8063073,144.8902144
Wintringham - Western Level 1,3011,Home Care,Wintringham,Charitable,-37.8063073,144.8902144
Wintringham - Northern Level 3,3032,Home Care,Wintringham,Charitable,-37.770825,144.924431
Wintringham - Southern Peninsula Level 3,3189,Home Care,Wintringham,Charitable,-37.933746,145.0383
Sheridan Hall Caulfield,3161,Residential,Sapphire Care Pty Ltd,Private Incorporated Body,-37.87679609,145.0241238
Alpine - Mount Beauty MPS,3699,Multi-Purpose Service,Alpine Health,State Government,-36.743151,147.1692878
Alpine - Bright MPS,3741,Multi-Purpose Service,Alpine Health,State Government,-36.73138318,146.9646921
Mallee Track - Sea Lake MPS,3533,Multi-Purpose Service,Mallee Track Health and Community Service,State Government,-35.50088263,142.8577157
